Entity,Code,Year,Annual_CO2_emissions,Population,Continent,Emissions_per_Capita
Turks and Caicos Islands,TCA,2022,349200.0,45703,North America,7.640636282082139
Tuvalu,TUV,2022,11340.0,11312,Oceania,1.0024752475247525
Uganda,UGA,2022,6021782.0,47249585,Africa,0.12744624106222308
Ukraine,UKR,2022,141253000.0,39701739,Europe,3.557854229004931
United Arab Emirates,ARE,2022,243895220.0,9441129,Asia,25.833268457617727
United Kingdom,GBR,2022,318654370.0,67508936,Europe,4.720180599498709
United States,USA,2022,5057303600.0,338289857,North America,14.949616417260776
Uruguay,URY,2022,7893098.0,3422794,South America,2.3060394519798737
Uzbekistan,UZB,2022,120610190.0,34627652,Asia,3.483060012269963
Vanuatu,VUT,2022,207909.0,326740,Oceania,0.6363132766113729
Venezuela,VEN,2022,76892000.0,28301696,South America,2.716868981986097
Vietnam,VNM,2022,343606620.0,98186856,Asia,3.499517491424718
Wallis and Futuna,WLF,2022,26461.0,11572,Oceania,2.2866401659177327
Yemen,YEM,2022,11356347.0,33696614,Asia,0.33701745225796276
Zambia,ZMB,2022,8921889.0,20017675,Africa,0.4457005621282192
Zimbabwe,ZWE,2022,8855981.0,16320537,Africa,0.5426280397513881
