Entity,Code,Year,Annual_CO2_emissions,Population,Continent,Emissions_per_Capita
Antigua and Barbuda,ATG,2020,619216.0,92664,North America,6.682379349046015
Argentina,ARG,2020,166879580.0,45036032,South America,3.705468101630268
Armenia,ARM,2020,6799022.0,2805608,Asia,2.423368481983228
Aruba,ABW,2020,890352.0,106585,North America,8.3534456067927
Australia,AUS,2020,396685200.0,25670051,Oceania,15.453229913723195
Austria,AUT,2020,62121252.0,8907777,Europe,6.973822088271855
Azerbaijan,AZE,2020,36149228.0,10284951,Asia,3.514769102934958
Bahamas,BHS,2020,2183744.0,406471,North America,5.372447234858083
Bahrain,BHR,2020,37395950.0,1477469,Asia,25.310818704148783
Bangladesh,BGD,2020,93614960.0,167420951,Asia,0.5591591699894238
Barbados,BRB,2020,1233549.0,280693,North America,4.394655370814378
Belarus,BLR,2020,59055548.0,9633740,Europe,6.130074924172751
Belgium,BEL,2020,91101384.0,11561717,Europe,7.879572212327979
Belize,BLZ,2020,613332.0,394921,North America,1.5530498504764243
Benin,BEN,2020,7744662.0,12643123,Africa,0.6125592545449412
Bermuda,BMU,2020,458000.0,64031,North America,7.152785369586606
Bhutan,BTN,2020,919762.0,772506,Asia,1.1906211731688816
Bolivia,BOL,2020,18326306.0,11936162,South America,1.5353600261122462
Bosnia and Herzegovina,BIH,2020,20831812.0,3318407,Europe,6.277654308226809
Botswana,BWA,2020,5550960.0,2546402,Africa,2.1799228872738867
Brazil,BRA,2020,444504320.0,213196304,South America,2.084953217575479
British Virgin Islands,VGB,2020,161216.0,30910,North America,5.215658362989324
Brunei,BRN,2020,11101930.0,441725,Asia,25.13312581357179
Bulgaria,BGR,2020,36533612.0,6979175,Europe,5.234660543688903
Burkina Faso,BFA,2020,5194114.0,21522626,Africa,0.2413327258486023
Burundi,BDI,2020,735766.0,12220227,Africa,0.06020886518720151
Cambodia,KHM,2020,19034220.0,16396860,Asia,1.1608454301616284
Cameroon,CMR,2020,9701611.0,26491087,Africa,0.36622170317133457
Canada,CAN,2020,522845280.0,37888705,North America,13.799502516647111
Cape Verde,CPV,2020,516623.97,582640,Africa,0.8866949917616367
Central African Republic,CAF,2020,238160.0,5343020,Africa,0.044574042395499176
Chad,TCD,2020,2279219.0,16644701,Africa,0.1369336102823355
Chile,CHL,2020,80178160.0,19300315,South America,4.154241005911043
China,CHN,2020,10914012000.0,1424929781,Asia,7.659333214539643
Colombia,COL,2020,89731320.0,50930662,South America,1.761832979905111
Comoros,COM,2020,381056.0,806166,Africa,0.4726768432307986
Congo,COG,2020,7391505.0,5702174,Africa,1.2962608647158085
Cook Islands,COK,2020,65952.0,17029,Oceania,3.872922661342416
Costa Rica,CRI,2020,6763180.0,5123105,North America,1.3201330052770732
Cote d'Ivoire,CIV,2020,11018607.0,26811790,Africa,0.41096125995317734
Croatia,HRV,2020,16870528.0,4096868,Europe,4.117908607258032
Cuba,CUB,2020,21277102.0,11300698,North America,1.8828130793336837
Curacao,CUW,2020,1806352.0,189288,North America,9.542876463378555
Cyprus,CYP,2020,6910908.0,1237537,Europe,5.584405153138856
Czechia,CZE,2020,91697370.0,10530953,Europe,8.707414229272507
Democratic Republic of Congo,COD,2020,3709719.0,92853164,Africa,0.03995253193526071
Denmark,DNK,2020,28299676.0,5825641,Europe,4.85777891222614
Djibouti,DJI,2020,382454.0,1090156,Africa,0.35082501953848805
Dominica,DMA,2020,157552.0,71995,North America,2.1883741926522675
Dominican Republic,DOM,2020,23501650.0,10999664,North America,2.136578899137283
East Timor,TLS,2020,646494.0,1299995,Asia,0.49730498963457553
Ecuador,ECU,2020,32909420.0,17588595,South America,1.8710658810439378
Egypt,EGY,2020,227637950.0,107465134,Africa,2.1182493477372857
El Salvador,SLV,2020,6594499.0,6292731,North America,1.0479550134909628
Equatorial Guinea,GNQ,2020,5524802.0,1596049,Africa,3.4615491128405207
Eritrea,ERI,2020,640911.0,3555868,Africa,0.18024038012659638
Estonia,EST,2020,9238881.0,1329444,Europe,6.949432243855326
Eswatini,SWZ,2020,1091872.0,1180655,Africa,0.9248019108037487
Ethiopia,ETH,2020,17810122.0,117190911,Africa,0.15197528415834227
Faroe Islands,FRO,2020,758448.0,52415,Europe,14.47005628159878
Fiji,FJI,2020,1040951.94,920422,Oceania,1.130950737813742
Finland,FIN,2020,37735000.0,5529468,Europe,6.8243454885714145
France,FRA,2020,281539040.0,64480053,Europe,4.366296659216456
French Polynesia,PYF,2020,846384.0,301920,Oceania,2.8033386327503975
Gabon,GAB,2020,5928799.0,2292573,Africa,2.5860895160154116
Gambia,GMB,2020,699824.0,2573995,Africa,0.2718824240140327
Georgia,GEO,2020,10574546.0,3765912,Asia,2.8079641797259205
Germany,DEU,2020,647252300.0,83328988,Europe,7.767432625006799
Ghana,GHA,2020,19168242.0,32180401,Africa,0.5956495694382429
Greece,GRC,2020,55619772.0,10512232,Europe,5.290957429402243
Greenland,GRL,2020,537154.0,56026,North America,9.587584335844072
Grenada,GRD,2020,289456.0,123663,North America,2.34068395558898
Guatemala,GTM,2020,17336898.0,17362718,North America,0.9985129056406952
Guinea,GIN,2020,4499392.0,13205153,Africa,0.34073001653218254
Guinea-Bissau,GNB,2020,296784.0,2015828,Africa,0.1472268467349397
Guyana,GUY,2020,3188380.0,797202,South America,3.99946312227014
Haiti,HTI,2020,2512561.0,11306801,North America,0.22221678793144056
Honduras,HND,2020,9526111.0,10121763,North America,0.9411513587109281
Hong Kong,HKG,2020,33497124.0,7500958,Asia,4.46571277962095
Hungary,HUN,2020,47335468.0,9750573,Europe,4.85463449173705
Iceland,ISL,2020,3339561.0,366669,Europe,9.107835677409325
India,IND,2020,2421552000.0,1396387127,Asia,1.7341552017902555
Indonesia,IDN,2020,605984600.0,271857970,Asia,2.229048499111503
Iran,IRN,2020,679007200.0,87290193,Asia,7.778734089865055
Iraq,IRQ,2020,159840260.0,42556984,Asia,3.7559113681552247
Ireland,IRL,2020,35123776.0,4946119,Europe,7.101280013683455
Israel,ISR,2020,55697504.0,8757489,Asia,6.359985607746696
Italy,ITA,2020,303281280.0,59500579,Europe,5.097114769252918
Jamaica,JAM,2020,6462606.0,2820436,North America,2.291349989859724
Japan,JPN,2020,1039795900.0,125244761,Asia,8.302110936201156
Jordan,JOR,2020,21128764.0,10928721,Asia,1.9333244942386214
Kazakhstan,KAZ,2020,255486480.0,18979243,Asia,13.461363026965827
Kenya,KEN,2020,21982360.0,51985780,Africa,0.4228533264288811
Kiribati,KIR,2020,65952.0,126463,Oceania,0.5215122209658161
Kuwait,KWT,2020,97712410.0,4360444,Asia,22.408821211784854
Kyrgyzstan,KGZ,2020,8348849.5,6424874,Asia,1.2994573123146071
Laos,LAO,2020,19674886.0,7319399,Asia,2.68804665519669
Latvia,LVA,2020,6999913.0,1897052,Europe,3.689889892317132
Lebanon,LBN,2020,22279648.0,5662923,Asia,3.9343017731302368
Lesotho,LSO,2020,2172752.0,2254100,Africa,0.9639110953373852
Liberia,LBR,2020,769421.0,5087584,Africa,0.15123504594715292
Libya,LBY,2020,47068096.0,6653942,Africa,7.073716001732507
Liechtenstein,LIE,2020,141929.0,38756,Europe,3.662116833522551
Lithuania,LTU,2020,13538674.0,2820267,Europe,4.800493712120164
Luxembourg,LUX,2020,8067690.0,630399,Europe,12.797751899987151
Macao,MAC,2020,1033247.94,676283,Asia,1.5278336731811977
Madagascar,MDG,2020,3963948.0,28225177,Africa,0.14044014675266694
Malawi,MWI,2020,1870757.0,19377061,Africa,0.09654493011091826
Malaysia,MYS,2020,269248670.0,33199993,Asia,8.109901408714153
Maldives,MDV,2020,1648800.0,514438,Asia,3.2050509488023824
Mali,MLI,2020,6418546.0,21224040,Africa,0.3024186724110961
Malta,MLT,2020,1597200.0,515357,Europe,3.0992108383120827
Marshall Islands,MHL,2020,146560.0,43413,Oceania,3.375947296892636
Mauritania,MRT,2020,4118336.2,4498604,Africa,0.9154698213045648
Mauritius,MUS,2020,3806896.0,1297828,Africa,2.9332823764011873
Mexico,MEX,2020,442289100.0,125998302,North America,3.5102782575593756
Micronesia (country),FSM,2020,146560.0,112106,Oceania,1.3073341301982053
Moldova,MDA,2020,5241230.0,3084847,Europe,1.6990242952081578
Mongolia,MNG,2020,37076764.0,3294335,Asia,11.254703604824646
Montenegro,MNE,2020,2407248.0,629048,Europe,3.826811308516997
Montserrat,MSR,2020,21984.0,4500,North America,4.8853333333333335
Morocco,MAR,2020,64560784.0,36688772,Africa,1.7596877867702958
Mozambique,MOZ,2020,6376114.0,31178239,Africa,0.20450526407216263
Myanmar,MMR,2020,34609780.0,53423198,Asia,0.647841785884851
Namibia,NAM,2020,3681840.0,2489098,Africa,1.479186436211029
Nauru,NRU,2020,51296.0,12315,Oceania,4.165326837190419
Nepal,NPL,2020,14902414.0,29348627,Asia,0.5077721012298122
Netherlands,NLD,2020,136684620.0,17434557,Europe,7.839867683474837
New Caledonia,NCL,2020,5109173.0,286403,Oceania,17.83910433899086
New Zealand,NZL,2020,34237324.0,5061133,Oceania,6.764754848370909
Nicaragua,NIC,2020,4748407.0,6755895,North America,0.702853877983598
Niger,NER,2020,2816703.0,24333639,Africa,0.11575346375443475
Nigeria,NGA,2020,123822170.0,208327405,Africa,0.5943633292028958
Niue,NIU,2020,7328.0,1942,Oceania,3.773429454170958
North Korea,PRK,2020,49814344.0,25867467,Asia,1.92575268386348
North Macedonia,MKD,2020,6954272.0,2111072,Europe,3.2941898713070894
Norway,NOR,2020,41231000.0,5379839,Europe,7.663983996547109
Oman,OMN,2020,65428856.0,4543399,Asia,14.40086067721545
Pakistan,PAK,2020,200602800.0,227196741,Asia,0.8829475243221029
Palau,PLW,2020,212512.0,17972,Oceania,11.824616069441353
Palestine,PSE,2020,3326912.0,5019401,Asia,0.6628105624555599
Panama,PAN,2020,10324345.0,4294396,North America,2.4041436793439637
Papua New Guinea,PNG,2020,7723852.0,9749640,Oceania,0.7922191998884062
Paraguay,PRY,2020,7366268.0,6618695,South America,1.112948700612432
Peru,PER,2020,46965196.0,33304756,South America,1.4101648425227917
Philippines,PHL,2020,132851040.0,112190977,Asia,1.1841508430753749
Poland,POL,2020,302437100.0,38428366,Europe,7.870152480592071
Portugal,PRT,2020,41695200.0,10298192,Europe,4.048788369842007
Qatar,QAT,2020,102501230.0,2760385,Asia,37.13294703456221
Romania,ROU,2020,74026536.0,19442038,Europe,3.807550216700533
Russia,RUS,2020,1632929300.0,145617329,Europe,11.213839116634258
Rwanda,RWA,2020,1371813.0,13146362,Africa,0.10434924886443869
Saint Kitts and Nevis,KNA,2020,230832.0,47642,North America,4.845136644137526
Saint Lucia,LCA,2020,483648.0,179237,North America,2.6983714300060813
Saint Pierre and Miquelon,SPM,2020,62288.0,5906,North America,10.546562817473756
Saint Vincent and the Grenadines,VCT,2020,245488.0,104632,North America,2.3462038382139307
Samoa,WSM,2020,241824.0,214929,Oceania,1.125134346691233
Sao Tome and Principe,STP,2020,139232.0,218641,Africa,0.6368064544161434
Saudi Arabia,SAU,2020,610772900.0,35997107,Asia,16.967277398153136
Senegal,SEN,2020,10820952.0,16436119,Africa,0.6583641795243755
Serbia,SRB,2020,45169760.0,7358005,Europe,6.138859650136144
Seychelles,SYC,2020,608224.0,105530,Africa,5.763517483180139
Sierra Leone,SLE,2020,1025920.06,8233969,Africa,0.1245960556810452
Singapore,SGP,2020,54813440.0,5909869,Asia,9.274899325179627
Sint Maarten (Dutch part),SXM,2020,652192.0,43621,North America,14.951330781045826
Slovakia,SVK,2020,31096626.0,5456681,Europe,5.698816918196244
Slovenia,SVN,2020,12854907.0,2117641,Europe,6.070390118060615
Solomon Islands,SLB,2020,289456.0,691191,Oceania,0.41877860099451525
Somalia,SOM,2020,597232.0,16537016,Africa,0.03611485893222816
South Africa,ZAF,2020,434828640.0,58801927,Africa,7.394802554684985
South Korea,KOR,2020,597634300.0,51844690,Asia,11.527396537620342
South Sudan,SSD,2020,1692768.0,10606227,Africa,0.15960133608303875
Spain,ESP,2020,213625420.0,47363807,Europe,4.510309316985436
Sri Lanka,LKA,2020,20624664.0,21715079,Asia,0.9497853542232105
Sudan,SDN,2020,20527464.0,44440486,Africa,0.46190907993220415
Suriname,SUR,2020,2917944.0,607065,South America,4.806641792888735
Sweden,SWE,2020,36686484.0,10368969,Europe,3.5381033543450657
Switzerland,CHE,2020,34235224.0,8638613,Europe,3.963046382561645
Syria,SYR,2020,26312742.0,20772595,Asia,1.2667046173094887
Taiwan,TWN,2020,271788800.0,23821464,Asia,11.409407918841596
Tajikistan,TJK,2020,9298944.0,9543207,Asia,0.9744045162176614
Tanzania,TZA,2020,14168675.0,61704518,Africa,0.2296213544687279
Thailand,THA,2020,271852000.0,71475664,Asia,3.8034204201306894
Togo,TGO,2020,2381218.0,8442580,Africa,0.28204861547062626
Tonga,TON,2020,183200.0,105254,Oceania,1.7405514279742338
Trinidad and Tobago,TTO,2020,35029664.0,1518147,North America,23.07396055849664
Tunisia,TUN,2020,28493462.0,12161723,Africa,2.3428803632511612
Turkey,TUR,2020,412926880.0,84135428,Asia,4.9078835137083985
Turkmenistan,TKM,2020,67697480.0,6250438,Asia,10.830837774888735
Turks and Caicos Islands,TCA,2020,359072.0,44276,North America,8.109856355587677
Tuvalu,TUV,2020,10992.0,11069,Oceania,0.9930436353780829
Uganda,UGA,2020,5538408.0,44404611,Africa,0.12472596595880549
Ukraine,UKR,2020,206823860.0,43909666,Europe,4.710212553199562
United Arab Emirates,ARE,2020,216768320.0,9287289,Asia,23.340322455778
United Kingdom,GBR,2020,326263200.0,67059474,Europe,4.865281227824721
United States,USA,2020,4714628000.0,335942003,North America,14.034053372004214
Uruguay,URY,2020,6477168.0,3429086,South America,1.8888905090161052
Uzbekistan,UZB,2020,109631970.0,33526656,Asia,3.269994180153249
Vanuatu,VUT,2020,201520.0,311685,Oceania,0.6465502029292395
Venezuela,VEN,2020,61956236.0,28490453,South America,2.1746314809385447
Vietnam,VNM,2020,363342660.0,96648685,Asia,3.7594164886982164
Wallis and Futuna,WLF,2020,25648.0,11655,Oceania,2.2006006006006005
Yemen,YEM,2020,10883986.0,32284046,Asia,0.3371320310967219
Zambia,ZMB,2020,8144346.0,18927715,Africa,0.4302868042972963
Zimbabwe,ZWE,2020,7849639.0,15669666,Africa,0.5009448829349649
Afghanistan,AFG,2022,12147948.0,41128771,Asia,0.2953637491380426
Albania,ALB,2022,4954730.0,2842321,Europe,1.743198604239282
Algeria,DZA,2022,176345140.0,44903225,Africa,3.927226607888409
Andorra,AND,2022,368645.0,79824,Europe,4.618222589697334
Angola,AGO,2022,16070269.0,35588987,Africa,0.4515517398682913
Anguilla,AIA,2022,138967.0,15857,North America,8.763763637510248
Antigua and Barbuda,ATG,2022,602192.0,93763,North America,6.422490747949618
Argentina,ARG,2022,192864430.0,45510318,South America,4.237817674664457
Armenia,ARM,2022,6407760.0,2780469,Asia,2.3045608492667964
Aruba,ABW,2022,865874.0,106445,North America,8.134473202123162
Australia,AUS,2022,392279260.0,26177413,Oceania,14.985409750000889
Austria,AUT,2022,61488424.0,8939617,Europe,6.878194446137905
Azerbaijan,AZE,2022,38062656.0,10358074,Asia,3.6746846952435366
Bahamas,BHS,2022,2120000.0,409984,North America,5.170933499843897
Bahrain,BHR,2022,37795670.0,1472233,Asia,25.672342625114368
Bangladesh,BGD,2022,102103340.0,171186372,Asia,0.5964454927521917
Barbados,BRB,2022,1232837.0,281635,North America,4.377428231576331
Belarus,BLR,2022,58801130.0,9534954,Europe,6.166902325905295
Belgium,BEL,2022,89605360.0,11655930,Europe,7.687534156433678
Belize,BLZ,2022,725231.0,405272,North America,1.789491995499319
Benin,BEN,2022,8432160.0,13352864,Africa,0.6314869978455558
Bermuda,BMU,2022,445408.0,64184,North America,6.939548797208027
Bhutan,BTN,2022,1055528.0,782455,Asia,1.348995149880824
Bolivia,BOL,2022,21493740.0,12224110,South America,1.758307148741299
Bosnia and Herzegovina,BIH,2022,19735710.0,3233526,Europe,6.103464144095331
Botswana,BWA,2022,7467293.0,2630296,Africa,2.838955387530529
Brazil,BRA,2022,483477300.0,215313498,South America,2.2454574585008134
British Virgin Islands,VGB,2022,156784.0,31305,North America,5.008273438747804
Brunei,BRN,2022,10753688.0,449002,Asia,23.950200667257608
Bulgaria,BGR,2022,46147496.0,6781953,Europe,6.804455294809622
Burkina Faso,BFA,2022,5962168.0,22673762,Africa,0.2629545110335021
Burundi,BDI,2022,798451.0,12889576,Africa,0.06194548214774481
Cambodia,KHM,2022,19955042.0,16767842,Asia,1.1900781269289156
Cameroon,CMR,2022,9572651.0,27914536,Africa,0.3429271043588186
Canada,CAN,2022,547943900.0,38454327,North America,14.249213098957629
Cape Verde,CPV,2022,568778.0,593149,Africa,0.9589125160794336
Central African Republic,CAF,2022,226226.0,5579144,Africa,0.040548514252365594
Chad,TCD,2022,2369204.0,17723315,Africa,0.13367724943104606
Chile,CHL,2022,84377720.0,19603733,South America,4.3041659463531765
China,CHN,2022,11396777000.0,1425887337,Asia,7.992761212101289
Colombia,COL,2022,99717870.0,51874024,South America,1.9223083599606616
Comoros,COM,2022,412760.0,836774,Africa,0.49327536467433264
Congo,COG,2022,7431930.0,5970424,Africa,1.244790989718653
Cook Islands,COK,2022,68043.0,17011,Oceania,3.9999412145082593
Costa Rica,CRI,2022,7888694.0,5180829,North America,1.5226702135893695
Cote d'Ivoire,CIV,2022,11734159.0,28160542,Africa,0.41668796715631395
Croatia,HRV,2022,17526086.0,4030358,Europe,4.348518419455542
Cuba,CUB,2022,20921022.0,11212191,North America,1.8659173751142841
Curacao,CUW,2022,1756690.0,191163,North America,9.189487505427305
Cyprus,CYP,2022,7029358.0,1251488,Europe,5.616800161088241
Czechia,CZE,2022,97969300.0,10493986,Europe,9.335756689593449
Democratic Republic of Congo,COD,2022,3601595.0,99010212,Africa,0.03637599523572377
Denmark,DNK,2022,29059308.0,5882261,Europe,4.940159574694152
Djibouti,DJI,2022,453036.0,1120849,Africa,0.40419003808719994
Dominica,DMA,2022,153220.0,72737,North America,2.1064932565269396
Dominican Republic,DOM,2022,23637946.0,11228821,North America,2.105113796007613
East Timor,TLS,2022,668892.0,1341296,Asia,0.49869081843232216
Ecuador,ECU,2022,41613410.0,18001000,South America,2.311727681795456
Egypt,EGY,2022,258951660.0,110990103,Africa,2.3331058626011005
El Salvador,SLV,2022,7714380.0,6336392,North America,1.217472025089357
Equatorial Guinea,GNQ,2022,5076202.0,1674908,Africa,3.0307348224499493
Eritrea,ERI,2022,696826.0,3684032,Africa,0.18914765126904434
Estonia,EST,2022,10311845.0,1326062,Europe,7.77629175709733
Eswatini,SWZ,2022,1265046.0,1201670,Africa,1.0527399369211181
Ethiopia,ETH,2022,19073260.0,123379924,Africa,0.15458965593138152
Faroe Islands,FRO,2022,748133.0,53090,Europe,14.0917875306084
Fiji,FJI,2022,1073925.0,929766,Oceania,1.155048689670304
Finland,FIN,2022,36163000.0,5540745,Europe,6.526739635193462
France,FRA,2022,297533920.0,64626628,Europe,4.60389052017382
French Polynesia,PYF,2022,873217.0,306279,Oceania,2.851050839267465
Gabon,GAB,2022,5705554.0,2388992,Africa,2.388268357533219
Gambia,GMB,2022,770472.0,2705992,Africa,0.28472811449553437
Georgia,GEO,2022,11092909.0,3744385,Asia,2.9625449840227436
Germany,DEU,2022,665604700.0,83369843,Europe,7.983758587622625
Ghana,GHA,2022,20806944.0,33475870,Africa,0.621550507873283
Greece,GRC,2022,59662764.0,10384971,Europe,5.745106462020934
Greenland,GRL,2022,591718.0,56466,North America,10.479191017603513
Grenada,GRD,2022,340416.0,125438,North America,2.7138187789983896
Guatemala,GTM,2022,19193244.0,17843908,North America,1.0756188610701198
Guinea,GIN,2022,4953613.0,13859341,Africa,0.357420529590837
Guinea-Bissau,GNB,2022,326745.0,2105566,Africa,0.15518155213372556
Guyana,GUY,2022,3537124.0,808726,South America,4.373698879472157
Haiti,HTI,2022,2446681.0,11584996,North America,0.21119394430520305
Honduras,HND,2022,11159723.0,10432860,North America,1.0696705409638392
Hong Kong,HKG,2022,30568888.0,7488865,Asia,4.081912012033866
Hungary,HUN,2022,44353616.0,9967308,Europe,4.44990924329819
Iceland,ISL,2022,3542503.0,372899,Europe,9.49989943657666
India,IND,2022,2829644300.0,1417173173,Asia,1.9966820949693493
Indonesia,IDN,2022,728883260.0,275501339,Asia,2.645661406386123
Iran,IRN,2022,690635260.0,88550570,Asia,7.799331613562736
Iraq,IRQ,2022,179080800.0,44496122,Asia,4.024638371856316
Ireland,IRL,2022,38784012.0,5023109,Europe,7.721116941718765
Israel,ISR,2022,56118090.0,9038309,Asia,6.2089147427909355
Italy,ITA,2022,338097280.0,59037474,Europe,5.7268249654448296
Jamaica,JAM,2022,6487594.0,2827377,North America,2.294562769662482
Japan,JPN,2022,1053797800.0,123951692,Asia,8.501681445381157
Jordan,JOR,2022,22912578.0,11285869,Asia,2.030200598642426
Kazakhstan,KAZ,2022,271178270.0,19397998,Asia,13.979703988009485
Kenya,KEN,2022,24851922.0,54027487,Africa,0.45998663606175133
Kiribati,KIR,2022,68043.0,131232,Oceania,0.518493964886613
Kuwait,KWT,2022,109190000.0,4268873,Asia,25.57817953356776
Kyrgyzstan,KGZ,2022,9449704.0,6630623,Asia,1.4251608031402176
Laos,LAO,2022,23193406.0,7529475,Asia,3.0803483642617846
Latvia,LVA,2022,6591454.0,1850651,Europe,3.561694776594831
Lebanon,LBN,2022,23904522.0,5489739,Asia,4.354400455103603
Lesotho,LSO,2022,3134694.0,2305825,Africa,1.3594674357334142
Liberia,LBR,2022,876934.0,5302681,Africa,0.16537559019673256
Libya,LBY,2022,62961304.0,6812341,Africa,9.242241984069793
Liechtenstein,LIE,2022,149934.0,39327,Europe,3.8124952322831644
Lithuania,LTU,2022,12667216.0,2750055,Europe,4.6061682402715585
Luxembourg,LUX,2022,7524108.0,647599,Europe,11.618467601092652
Macao,MAC,2022,1051646.0,695168,Asia,1.5127940296446327
Madagascar,MDG,2022,4403593.0,29611714,Africa,0.14871118233817873
Malawi,MWI,2022,2094072.1,20405317,Africa,0.10262384553986591
Malaysia,MYS,2022,291071360.0,33938221,Asia,8.576506116805593
Maldives,MDV,2022,1701072.0,523787,Asia,3.2476407394608877
Mali,MLI,2022,7038757.0,22593590,Africa,0.3115377857170994
Malta,MLT,2022,1655127.0,533286,Europe,3.103638572923347
Marshall Islands,MHL,2022,151206.0,41569,Oceania,3.637470230219635
Mauritania,MRT,2022,4534088.0,4736139,Africa,0.9573384564937811
Mauritius,MUS,2022,4249021.0,1299469,Africa,3.2698132852726767
Mexico,MEX,2022,511971970.0,127504125,North America,4.015336523426203
Micronesia (country),FSM,2022,151206.0,114164,Oceania,1.3244630531516064
Moldova,MDA,2022,5422021.0,3272996,Europe,1.6565926142286762
Mongolia,MNG,2022,37894484.0,3398366,Asia,11.15079541167726
Montenegro,MNE,2022,2292498.0,627082,Europe,3.6558185372885843
Montserrat,MSR,2022,21380.0,4390,North America,4.8701594533029615
Morocco,MAR,2022,68411810.0,37457971,Africa,1.8263618710153842
Mozambique,MOZ,2022,8003215.0,32969517,Africa,0.2427458976726896
Myanmar,MMR,2022,34922210.0,54179306,Asia,0.6445673187471246
Namibia,NAM,2022,3952970.0,2567012,Africa,1.5399109937935622
Nauru,NRU,2022,52922.0,12668,Oceania,4.1776128828544365
Nepal,NPL,2022,15499952.0,30547580,Asia,0.5074035979282155
Netherlands,NLD,2022,125358230.0,17564014,Europe,7.137219886069324
New Caledonia,NCL,2022,5115215.0,289950,Oceania,17.641714088635972
New Zealand,NZL,2022,32211814.0,5185288,Oceania,6.212155236121889
Nicaragua,NIC,2022,5550354.0,6948392,North America,0.7987969014989368
Niger,NER,2022,3058157.0,26207977,Africa,0.11668802212395105
Nigeria,NGA,2022,128759470.0,218541212,Africa,0.5891770656053651
Niue,NIU,2022,7560.0,1934,Oceania,3.9089968976215097
North Korea,PRK,2022,50871636.0,26069416,Asia,1.9513914696056098
North Macedonia,MKD,2022,7588422.0,2093599,Europe,3.6245823579396053
Norway,NOR,2022,40808000.0,5434319,Europe,7.509312574399846
Oman,OMN,2022,71986390.0,4576298,Asia,15.730267128582973
Pakistan,PAK,2022,200199900.0,235824862,Asia,0.8489346640643852
Palau,PLW,2022,219249.0,18055,Oceania,12.143395181390197
Palestine,PSE,2022,3496896.0,5250072,Asia,0.6660662939479687
Panama,PAN,2022,11899901.0,4408581,North America,2.6992587864439828
Papua New Guinea,PNG,2022,7823140.0,10142619,Oceania,0.7713136025320482
Paraguay,PRY,2022,9018049.0,6780744,South America,1.3299497813219316
Peru,PER,2022,60921110.0,34049588,South America,1.789187875048591
Philippines,PHL,2022,150395980.0,115559009,Asia,1.3014647780511859
Poland,POL,2022,323117300.0,39857145,Europe,8.106885227228393
Portugal,PRT,2022,41605030.0,10270865,Europe,4.050781506718275
Qatar,QAT,2022,101340350.0,2695122,Asia,37.60139615201093
Romania,ROU,2022,73521290.0,19659267,Europe,3.739777785204301
Russia,RUS,2022,1652177300.0,144713314,Europe,11.416899069839559
Rwanda,RWA,2022,1547760.0,13776698,Africa,0.11234622403713865
Saint Kitts and Nevis,KNA,2022,224486.0,47657,North America,4.710451769939358
Saint Lucia,LCA,2022,470351.0,179857,North America,2.6151386935176277
Saint Pierre and Miquelon,SPM,2022,60576.0,5862,North America,10.33367451381781
Saint Vincent and the Grenadines,VCT,2022,238739.0,103948,North America,2.2967156655250704
Samoa,WSM,2022,249491.0,222382,Oceania,1.1219028518495202
Sao Tome and Principe,STP,2022,132255.0,227380,Africa,0.5816474623977482
Saudi Arabia,SAU,2022,662549400.0,36408820,Asia,18.197497199854322
Senegal,SEN,2022,11668435.0,17316449,Africa,0.6738353227038638
Serbia,SRB,2022,43506644.0,7221365,Europe,6.02471194850281
Seychelles,SYC,2022,658828.0,107118,Africa,6.150488246606546
Sierra Leone,SLE,2022,1129488.0,8605718,Africa,0.13124854892990917
Singapore,SGP,2022,53252430.0,5975689,Asia,8.911512965283167
Sint Maarten (Dutch part),SXM,2022,634261.0,44175,North America,14.357917374080362
Slovakia,SVK,2022,34151680.0,5643453,Europe,6.051557441871138
Slovenia,SVN,2022,12714800.0,2119844,Europe,5.9979885312315435
Solomon Islands,SLB,2022,298633.0,724273,Oceania,0.41232104468895014
Somalia,SOM,2022,646921.0,17597511,Africa,0.036762073909202275
South Africa,ZAF,2022,404053980.0,59893885,Africa,6.746164153485786
South Korea,KOR,2022,600999360.0,51815810,Asia,11.598764160977122
South Sudan,SSD,2022,1833605.0,10913164,Africa,0.16801772611499285
Spain,ESP,2022,245613820.0,47558630,Europe,5.164442709977138
Sri Lanka,LKA,2022,17327094.0,21832143,Asia,0.79365062788385
Sudan,SDN,2022,22013348.0,46874204,Africa,0.4696260655434277
Suriname,SUR,2022,3586520.0,618040,South America,5.803054818458352
Sweden,SWE,2022,38050544.0,10549347,Europe,3.606909887408197
Switzerland,CHE,2022,35380164.0,8740472,Europe,4.047855081510472
Syria,SYR,2022,27635256.0,22125249,Asia,1.2490370616845938
Taiwan,TWN,2022,277900930.0,23893394,Asia,11.630868766488344
Tajikistan,TJK,2022,10017384.0,9952787,Asia,1.0064903428557248
Tanzania,TZA,2022,15569999.0,65497748,Africa,0.23771808154381124
Thailand,THA,2022,270746370.0,71697030,Asia,3.7762564223371595
Togo,TGO,2022,2575560.0,8848699,Africa,0.2910665172360366
Tonga,TON,2022,189008.0,106858,Oceania,1.7687772557974133
Trinidad and Tobago,TTO,2022,34331736.0,1531044,North America,22.42374223079154
Tunisia,TUN,2022,35576780.0,12356117,Africa,2.8792848109159213
Turkey,TUR,2022,435684600.0,85341241,Asia,5.10520581719687
Turkmenistan,TKM,2022,70958350.0,6430770,Asia,11.034191861938773
