latitude,longitude,total_frp,avg_frp,max_frp,fire_count,avg_brightness,max_brightness,acq_datetime_min,acq_datetime_max,fire_intensity_score
-36.4,148.20000000000002,89.3,3.57,35.6,25,311.14,354.6,2020-01-13 14:12:00,2020-01-17 14:36:00,0.1
-36.4,148.3,469.1,39.09,173.7,12,342.49,386.0,2020-01-04 04:00:00,2020-01-04 15:18:00,0.5
-36.4,148.6,8.0,4.0,4.7,2,331.5,337.3,2019-10-15 04:18:00,2019-10-15 04:18:00,0.0
-36.4,149.05,9.4,4.7,4.7,2,345.05,350.0,2019-12-09 03:48:00,2019-12-09 03:48:00,0.0
-36.4,149.5,2557.8,44.87,375.2,57,332.17,412.7,2020-01-11 04:10:00,2020-01-30 13:48:00,2.9
-36.4,149.55,6065.0,23.33,385.8,260,328.23,372.0,2020-01-04 15:05:00,2020-01-30 15:30:00,6.8
-36.4,149.6,4071.9,22.01,398.9,185,328.82,421.2,2019-12-30 13:11:00,2020-01-26 15:06:00,4.6
-36.4,149.65,5647.3,29.26,1287.8,193,326.65,464.2,2019-12-30 13:11:00,2020-01-04 15:18:00,6.3
-36.4,149.70000000000002,22568.1,128.96,2264.9,175,355.1,477.5,2019-12-30 13:11:00,2019-12-31 14:54:00,25.3
-36.4,149.75,26276.9,145.98,1234.0,180,353.19,474.8,2019-12-30 14:49:00,2019-12-31 14:54:00,29.5
-36.4,149.8,607.9,4.61,31.3,132,317.31,355.8,2019-12-30 14:49:00,2020-01-02 14:18:00,0.7
-36.4,149.85,55.2,13.8,52.5,4,314.92,346.5,2019-09-07 03:58:00,2019-12-31 14:54:00,0.1
-36.4,149.9,819.0,22.75,192.9,36,318.68,389.1,2019-09-07 03:58:00,2020-01-02 04:36:00,0.9
-36.4,149.95000000000002,4.7,1.57,1.6,3,309.87,328.7,2019-12-31 14:54:00,2020-01-01 14:36:00,0.0
-36.4,150.0,308.7,6.3,25.8,49,328.24,367.0,2020-01-23 14:24:00,2020-01-30 15:30:00,0.3
-36.4,150.05,77.7,5.55,31.5,14,317.71,342.8,2020-01-23 14:24:00,2020-01-25 04:06:00,0.1
-36.35,140.1,6.3,6.3,6.3,1,342.2,342.2,2019-09-05 05:10:00,2019-09-05 05:10:00,0.0
-36.35,141.1,2.1,2.1,2.1,1,300.9,300.9,2019-10-14 15:54:00,2019-10-14 15:54:00,0.0
-36.35,141.15,2.1,2.1,2.1,1,330.6,330.6,2019-10-14 15:54:00,2019-10-14 15:54:00,0.0
-36.35,141.65,3.6,3.6,3.6,1,344.7,344.7,2019-11-28 03:54:00,2019-11-28 03:54:00,0.0
-36.35,143.4,88.9,88.9,88.9,1,356.9,356.9,2019-12-10 04:10:00,2019-12-10 04:10:00,0.1
-36.35,144.85,5.3,2.65,3.2,2,331.9,338.3,2019-09-18 04:26:00,2019-10-20 04:24:00,0.0
-36.35,145.05,0.3,0.3,0.3,1,296.2,296.2,2019-09-09 15:15:00,2019-09-09 15:15:00,0.0
-36.35,145.20000000000002,2.6,2.6,2.6,1,342.9,342.9,2019-10-24 04:48:00,2019-10-24 04:48:00,0.0
-36.35,145.25,5.4,5.4,5.4,1,340.7,340.7,2019-12-12 04:30:00,2019-12-12 04:30:00,0.0
-36.35,146.55,3.4,3.4,3.4,1,334.6,334.6,2019-09-14 04:01:00,2019-09-14 04:01:00,0.0
-36.35,146.70000000000002,2.9,2.9,2.9,1,332.2,332.2,2019-09-29 04:20:00,2019-09-29 04:20:00,0.0
-36.35,147.0,2.3,2.3,2.3,1,331.1,331.1,2019-10-05 04:06:00,2019-10-05 04:06:00,0.0
-36.35,147.05,2.0,2.0,2.0,1,332.8,332.8,2019-10-05 04:06:00,2019-10-05 04:06:00,0.0
-36.35,147.65,1578.8,13.38,215.9,118,327.32,375.2,2020-01-13 03:55:00,2020-01-17 03:12:00,1.8
-36.35,147.70000000000002,3253.8,9.11,166.5,357,324.09,367.0,2020-01-11 03:24:00,2020-01-19 04:18:00,3.6
-36.35,147.75,3613.8,10.88,172.9,332,327.6,376.0,2020-01-04 13:25:00,2020-01-14 04:12:00,4.1
-36.35,147.8,3588.1,15.01,233.8,239,330.87,371.1,2019-12-31 04:29:00,2020-01-12 14:30:00,4.0
-36.35,147.85,2981.3,13.13,325.3,227,329.92,400.0,2019-12-31 04:29:00,2020-01-09 15:24:00,3.3
-36.35,147.9,13.4,6.7,11.3,2,323.3,338.6,2019-12-31 14:54:00,2019-12-31 15:32:00,0.0
-36.35,147.95000000000002,69.5,3.16,13.4,22,342.89,441.4,2019-12-31 00:14:00,2020-01-04 04:00:00,0.1
-36.35,148.0,1517.7,6.69,152.1,227,321.77,413.5,2019-12-31 00:14:00,2020-01-15 15:12:00,1.7
-36.35,148.05,1023.6,5.44,56.1,188,320.04,367.0,2020-01-01 14:36:00,2020-01-17 14:36:00,1.1
-36.35,148.1,791.7,5.21,36.2,152,318.44,367.0,2020-01-04 15:05:00,2020-01-17 14:36:00,0.9
-36.35,148.15,839.3,6.36,73.9,132,320.24,367.0,2020-01-08 14:00:00,2020-01-17 14:36:00,0.9
-36.35,148.25,332.0,15.09,113.2,22,330.38,371.0,2020-01-03 12:45:00,2020-01-04 15:18:00,0.4
-36.35,148.3,1836.3,23.85,356.3,77,329.97,416.1,2020-01-01 14:36:00,2020-01-04 15:18:00,2.1
-36.35,149.5,17.6,3.52,7.3,5,319.84,347.5,2020-01-29 02:48:00,2020-01-30 15:30:00,0.0
-36.35,149.55,4203.1,21.89,213.1,192,329.31,392.4,2019-12-30 13:11:00,2020-01-30 15:40:00,4.7
-36.35,149.6,8749.1,43.97,775.5,199,332.1,427.7,2019-12-30 13:11:00,2020-01-28 14:30:00,9.8
-36.35,149.65,47070.2,288.77,2277.4,163,377.95,500.0,2019-12-30 13:11:00,2020-01-03 16:00:00,52.8
-36.35,149.70000000000002,32793.4,204.96,2402.3,160,367.39,500.0,2019-12-30 13:11:00,2019-12-31 14:54:00,36.8
-36.35,149.75,5629.7,40.21,303.8,140,339.98,479.5,2019-12-30 13:11:00,2019-12-31 14:54:00,6.3
-36.35,149.8,32.4,1.08,3.3,30,306.98,339.3,2019-12-30 14:49:00,2019-12-31 14:54:00,0.0
-36.35,149.9,80.5,2.12,8.0,38,309.7,344.1,2019-12-31 14:54:00,2020-01-04 04:00:00,0.1
-36.35,149.95000000000002,1113.2,4.0,46.1,278,316.29,367.0,2019-12-31 14:54:00,2020-01-26 15:06:00,1.2
-36.35,150.0,565.8,7.35,53.6,77,326.21,354.7,2020-01-23 14:24:00,2020-01-25 04:06:00,0.6
-36.300000000000004,140.65,1.7,1.7,1.7,1,312.1,312.1,2019-12-19 15:18:00,2019-12-19 15:18:00,0.0
-36.300000000000004,141.65,5.5,5.5,5.5,1,345.3,345.3,2019-10-10 04:12:00,2019-10-10 04:12:00,0.0
-36.300000000000004,144.5,52.3,52.3,52.3,1,353.5,353.5,2019-12-09 03:48:00,2019-12-09 03:48:00,0.1
-36.300000000000004,144.8,15.6,3.9,7.1,4,324.35,346.1,2019-10-30 04:36:00,2019-10-30 15:54:00,0.0
-36.300000000000004,144.95000000000002,21.8,5.45,10.2,4,319.35,342.3,2019-11-22 04:06:00,2019-11-22 15:24:00,0.0
-36.300000000000004,145.20000000000002,1.6,1.6,1.6,1,330.4,330.4,2019-09-18 04:26:00,2019-09-18 04:26:00,0.0
-36.300000000000004,146.9,0.5,0.5,0.5,1,296.6,296.6,2019-10-26 15:30:00,2019-10-26 15:30:00,0.0
-36.300000000000004,147.45000000000002,3.4,3.4,3.4,1,300.7,300.7,2019-11-21 13:05:00,2019-11-21 13:05:00,0.0
-36.300000000000004,147.5,5.0,5.0,5.0,1,303.2,303.2,2019-11-21 13:05:00,2019-11-21 13:05:00,0.0
-36.300000000000004,147.65,893.3,8.05,187.3,111,322.6,380.2,2020-01-09 04:06:00,2020-01-15 15:12:00,1.0
-36.300000000000004,147.70000000000002,4130.2,14.96,496.0,276,327.57,432.3,2019-12-31 04:29:00,2020-01-16 14:54:00,4.6
-36.300000000000004,147.75,4965.2,21.68,577.5,229,332.19,439.2,2019-12-31 04:29:00,2020-01-12 14:30:00,5.6
-36.300000000000004,147.8,805.6,8.85,131.7,91,323.45,367.0,2019-12-31 04:29:00,2020-01-04 04:00:00,0.9
-36.300000000000004,147.85,1.0,0.2,1.0,5,376.48,435.6,2019-12-31 00:14:00,2019-12-31 14:54:00,0.0
-36.300000000000004,147.95000000000002,3418.3,16.76,515.0,204,328.35,433.8,2019-12-31 00:14:00,2020-01-04 15:18:00,3.8
-36.300000000000004,148.0,135.3,4.67,15.5,29,320.62,357.4,2019-12-31 14:54:00,2020-01-14 15:30:00,0.2
-36.300000000000004,148.05,98.8,3.41,10.5,29,318.62,342.6,2020-01-04 15:05:00,2020-01-11 14:48:00,0.1
-36.300000000000004,148.1,184.8,3.24,23.5,57,314.59,333.5,2020-01-04 15:05:00,2020-01-12 14:30:00,0.2
-36.300000000000004,148.15,491.6,4.87,40.3,101,317.33,354.5,2020-01-04 13:25:00,2020-01-18 04:15:00,0.6
-36.300000000000004,148.20000000000002,832.7,6.46,31.1,129,320.48,367.0,2020-01-04 15:18:00,2020-01-18 04:36:00,0.9
-36.300000000000004,149.5,202.3,67.43,104.9,3,328.07,335.0,2020-01-24 03:40:00,2020-01-30 04:40:00,0.2
-36.300000000000004,149.55,4869.2,31.01,350.4,157,331.7,394.0,2019-12-30 13:11:00,2020-01-30 15:30:00,5.5
-36.300000000000004,149.6,20583.4,140.98,1740.4,146,367.03,482.8,2019-12-30 13:11:00,2019-12-31 14:54:00,23.1
-36.300000000000004,149.65,21189.1,121.08,2277.4,175,372.02,500.0,2019-12-30 13:11:00,2019-12-30 15:12:00,23.8
-36.300000000000004,149.70000000000002,22933.4,147.01,2288.9,156,349.82,500.0,2019-12-30 13:11:00,2019-12-31 14:54:00,25.7
-36.300000000000004,149.75,156.4,12.03,28.5,13,315.78,325.9,2019-12-30 13:11:00,2019-12-31 14:54:00,0.2
-36.300000000000004,149.8,39.0,1.39,3.2,28,307.26,315.4,2019-12-31 14:54:00,2019-12-31 14:54:00,0.0
-36.300000000000004,149.85,9.1,1.52,1.9,6,308.25,310.7,2019-12-31 14:54:00,2019-12-31 14:54:00,0.0
-36.300000000000004,149.9,267.8,3.77,12.6,71,318.6,348.0,2019-12-31 14:54:00,2020-01-15 03:54:00,0.3
-36.300000000000004,149.95000000000002,2677.1,8.39,123.3,319,325.22,374.5,2019-12-31 14:54:00,2020-01-30 15:30:00,3.0
-36.300000000000004,150.0,581.0,10.38,103.7,56,325.67,368.5,2020-01-01 14:36:00,2020-01-26 15:06:00,0.7
-36.25,145.20000000000002,4.5,4.5,4.5,1,330.1,330.1,2019-10-01 03:42:00,2019-10-01 03:42:00,0.0
-36.25,145.65,46.9,6.7,11.9,7,317.81,367.0,2019-11-15 15:19:00,2019-11-17 04:04:00,0.1
-36.25,147.65,391.8,19.59,84.6,20,329.26,367.0,2019-09-18 03:40:00,2020-01-09 04:20:00,0.4
-36.25,147.70000000000002,14054.4,49.84,1726.2,282,338.66,504.2,2019-12-31 04:29:00,2020-01-09 15:24:00,15.8
-36.25,147.75,314.8,52.47,102.2,6,336.15,354.1,2019-12-31 04:29:00,2019-12-31 15:32:00,0.4
-36.25,147.8,8.4,8.4,8.4,1,311.9,311.9,2019-12-30 15:12:00,2019-12-30 15:12:00,0.0
-36.25,147.85,232.2,16.59,69.0,14,321.34,347.7,2019-12-31 04:29:00,2019-12-31 15:32:00,0.3
-36.25,147.9,18.4,18.4,18.4,1,334.5,334.5,2019-12-31 00:14:00,2019-12-31 00:14:00,0.0
-36.25,147.95000000000002,676.6,15.04,148.4,45,330.81,367.0,2020-01-02 04:36:00,2020-01-12 04:48:00,0.8
-36.25,148.0,68.3,11.38,31.8,6,317.8,352.4,2020-01-04 13:25:00,2020-01-11 14:48:00,0.1
-36.25,148.05,357.0,9.39,49.2,38,332.62,367.0,2020-01-04 13:25:00,2020-01-04 15:18:00,0.4
-36.25,149.5,3579.1,48.37,531.4,74,349.21,414.2,2020-01-02 02:54:00,2020-01-04 15:18:00,4.0
-36.25,149.55,10153.5,54.59,2537.2,186,346.02,500.0,2019-12-30 13:11:00,2020-01-14 04:12:00,11.4
-36.25,149.6,4795.1,24.85,287.5,193,342.2,391.5,2019-12-30 13:11:00,2019-12-31 14:54:00,5.4
-36.25,149.65,21197.5,103.4,1688.2,205,356.91,480.1,2019-12-30 13:11:00,2019-12-31 14:54:00,23.8
-36.25,149.70000000000002,7762.7,74.64,2292.4,104,338.87,500.0,2019-12-30 13:11:00,2019-12-31 14:54:00,8.7
-36.25,149.75,2.4,2.4,2.4,1,307.0,307.0,2019-12-31 14:54:00,2019-12-31 14:54:00,0.0
-36.25,149.8,70.5,1.81,3.0,39,310.77,317.7,2019-12-31 14:54:00,2020-01-01 14:36:00,0.1
-36.25,149.85,85.2,1.7,3.6,50,310.78,322.5,2019-12-31 14:54:00,2020-01-01 14:36:00,0.1
-36.25,149.9,216.9,1.85,9.2,117,313.05,345.7,2019-12-31 14:54:00,2020-01-02 14:18:00,0.2
-36.25,149.95000000000002,2711.7,7.15,136.0,379,323.57,367.0,2019-12-31 14:54:00,2020-01-15 03:54:00,3.0
-36.25,150.0,5235.8,12.74,162.2,411,328.89,378.9,2019-12-31 14:54:00,2020-01-29 15:48:00,5.9
-36.25,150.05,492.1,4.92,22.9,100,317.22,357.8,2020-01-01 12:55:00,2020-01-30 04:12:00,0.6
-36.25,150.1,78.7,4.14,17.9,19,321.05,350.0,2020-01-24 15:42:00,2020-01-30 04:12:00,0.1
-36.2,139.9,7233.3,172.22,2209.8,42,360.65,502.9,2019-12-22 16:00:00,2019-12-29 15:30:00,8.1
-36.2,139.95000000000002,8637.7,392.62,2250.8,22,374.13,503.9,2019-12-27 04:48:00,2019-12-28 04:30:00,9.7
-36.2,144.5,0.6,0.6,0.6,1,296.3,296.3,2019-10-29 14:36:00,2019-10-29 14:36:00,0.0
-36.2,145.35,3.0,1.5,2.2,2,314.95,334.9,2019-10-11 03:54:00,2019-10-11 15:12:00,0.0
-36.2,147.65,203.6,11.31,36.2,18,330.63,367.0,2019-09-18 04:26:00,2020-01-04 15:05:00,0.2
-36.2,147.70000000000002,1067.5,18.41,180.5,58,332.27,371.5,2019-12-30 15:12:00,2020-01-04 15:05:00,1.2
-36.2,147.75,489.3,9.59,45.5,51,333.05,367.0,2019-12-30 15:12:00,2019-12-30 15:12:00,0.5
-36.2,147.8,79.2,3.77,4.8,21,321.87,333.5,2019-12-30 15:12:00,2019-12-30 15:12:00,0.1
-36.2,149.4,8137.5,53.54,1360.9,152,337.36,451.5,2020-01-12 04:50:00,2020-01-26 15:06:00,9.1
-36.2,149.45000000000002,5765.8,86.06,1892.7,67,343.18,470.5,2019-12-30 03:54:00,2020-01-26 00:50:00,6.5
-36.2,149.5,6707.1,33.7,943.5,199,335.68,466.3,2019-12-27 23:43:00,2020-01-04 15:18:00,7.5
-36.2,149.55,5170.1,31.52,766.3,164,333.05,421.8,2019-12-28 03:58:00,2020-01-04 04:00:00,5.8
-36.2,149.6,1894.8,11.7,306.2,162,325.44,379.9,2019-12-28 15:01:00,2019-12-30 15:12:00,2.1
-36.2,149.65,5996.8,37.48,513.3,160,341.84,416.1,2019-12-29 15:30:00,2019-12-31 14:54:00,6.7
-36.2,149.70000000000002,635.0,23.52,176.8,27,324.66,361.7,2019-12-30 13:11:00,2020-01-01 14:36:00,0.7
-36.2,149.75,15.1,1.51,2.2,10,306.9,310.9,2019-12-31 14:54:00,2019-12-31 14:54:00,0.0
-36.2,149.8,59.9,1.43,3.3,42,310.1,320.6,2019-12-31 14:54:00,2019-12-31 14:54:00,0.1
-36.2,149.85,133.8,1.69,4.0,79,312.32,324.1,2019-12-31 14:54:00,2019-12-31 14:54:00,0.2
-36.2,149.9,50.0,1.85,3.9,27,311.76,316.8,2019-12-31 14:54:00,2019-12-31 14:54:00,0.1
-36.2,149.95000000000002,15.7,2.62,3.9,6,309.05,314.1,2019-12-31 14:54:00,2020-01-01 14:36:00,0.0
-36.2,150.0,1511.1,6.6,72.9,229,322.55,367.0,2019-12-31 14:54:00,2020-01-23 14:24:00,1.7
-36.2,150.05,729.6,5.88,28.9,124,320.17,367.0,2020-01-01 14:35:00,2020-01-30 04:12:00,0.8
-36.15,139.9,2293.0,45.86,942.2,50,338.41,423.4,2019-12-20 15:00:00,2019-12-27 04:54:00,2.6
-36.15,139.95000000000002,3919.0,30.62,375.9,128,335.67,376.7,2019-12-20 15:00:00,2019-12-26 05:06:00,4.4
-36.15,140.0,93.3,18.66,31.7,5,356.02,367.0,2019-12-25 03:48:00,2019-12-25 05:24:00,0.1
-36.15,140.95000000000002,4.2,1.05,1.2,4,300.55,301.7,2019-12-20 15:00:00,2019-12-20 15:00:00,0.0
-36.15,141.0,1.0,1.0,1.0,1,299.6,299.6,2019-12-20 15:00:00,2019-12-20 15:00:00,0.0
-36.15,141.20000000000002,50.8,16.93,30.4,3,341.23,349.6,2019-10-02 05:00:00,2019-10-03 04:42:00,0.1
-36.15,143.55,6.4,3.2,4.4,2,324.75,347.8,2019-10-07 03:30:00,2019-10-07 14:48:00,0.0
-36.15,143.6,285.2,5.19,28.2,55,324.81,367.0,2019-09-03 04:08:00,2019-10-21 15:24:00,0.3
-36.15,143.65,163.5,9.62,27.7,17,335.28,367.0,2019-09-26 00:14:00,2019-10-22 03:48:00,0.2
-36.15,143.85,2.0,1.0,1.0,2,299.65,301.7,2019-12-07 15:42:00,2019-12-07 15:42:00,0.0
-36.15,145.45000000000002,261.6,5.69,23.2,46,346.28,367.0,2019-11-10 04:30:00,2020-01-13 04:30:00,0.3
-36.15,145.5,249.2,4.98,17.1,50,343.74,367.0,2019-11-10 04:30:00,2020-01-13 04:30:00,0.3
-36.15,146.20000000000002,3.7,1.85,3.1,2,312.85,330.2,2019-09-10 14:56:00,2019-09-11 03:17:00,0.0
-36.15,146.45000000000002,3.2,3.2,3.2,1,346.4,346.4,2020-01-17 04:54:00,2020-01-17 04:54:00,0.0
-36.15,146.85,0.9,0.9,0.9,1,333.2,333.2,2020-01-14 04:12:00,2020-01-14 04:12:00,0.0
-36.15,147.0,20.8,4.16,6.0,5,337.98,347.0,2019-09-14 04:01:00,2019-09-22 04:51:00,0.0
-36.15,147.35,19.0,6.33,6.9,3,351.9,367.0,2019-10-03 03:00:00,2019-10-03 04:42:00,0.0
-36.15,147.6,6295.6,67.69,1663.4,93,344.75,501.2,2019-12-30 15:12:00,2020-01-09 04:06:00,7.1
-36.15,147.65,5817.2,42.15,620.1,138,336.76,443.0,2019-12-30 13:11:00,2020-01-09 04:06:00,6.5
-36.15,147.70000000000002,16275.4,135.63,1822.8,120,352.81,440.9,2019-12-30 13:11:00,2019-12-30 15:12:00,18.3
-36.15,147.75,5781.0,47.78,1207.5,121,357.51,474.9,2019-12-30 13:11:00,2019-12-30 15:12:00,6.5
-36.15,147.8,1271.2,13.97,56.7,91,342.24,367.0,2019-12-30 15:12:00,2019-12-30 15:12:00,1.4
-36.15,147.85,575.1,11.5,62.2,50,323.77,367.0,2019-12-30 15:12:00,2020-01-04 15:05:00,0.6
-36.15,147.9,3079.6,22.16,452.8,139,333.44,427.5,2019-12-31 00:14:00,2020-01-04 04:00:00,3.5
-36.15,147.95000000000002,1195.6,32.31,361.9,37,330.51,367.0,2019-12-31 12:16:00,2020-01-04 13:25:00,1.3
-36.15,148.0,694.3,115.72,284.6,6,335.7,369.5,2020-01-04 13:25:00,2020-01-04 15:05:00,0.8
-36.15,148.45000000000002,641.0,17.81,43.1,36,341.46,367.0,2020-01-12 03:06:00,2020-01-14 04:12:00,0.7
-36.15,148.5,574.0,27.33,175.4,21,343.66,367.0,2020-01-11 14:48:00,2020-01-13 04:30:00,0.6
-36.15,149.35,2628.6,34.14,736.6,77,332.41,452.5,2020-01-04 04:00:00,2020-01-25 04:06:00,2.9
-36.15,149.4,9478.9,34.47,752.0,275,338.28,453.7,2020-01-04 04:00:00,2020-01-26 03:48:00,10.6
-36.15,149.45000000000002,20396.9,76.97,1373.9,265,348.19,489.5,2019-12-29 15:30:00,2020-01-24 04:24:00,22.9
-36.15,149.5,6606.6,29.89,818.2,221,343.35,440.7,2019-12-27 23:43:00,2019-12-30 15:12:00,7.4
-36.15,149.55,8881.9,40.93,855.3,217,331.75,443.1,2019-12-27 23:43:00,2019-12-31 14:54:00,10.0
-36.15,149.6,3564.9,15.04,185.6,237,334.58,375.8,2019-12-28 13:23:00,2019-12-30 15:12:00,4.0
-36.15,149.65,7938.3,40.3,867.2,197,340.35,441.6,2019-12-28 15:48:00,2019-12-30 15:12:00,8.9
-36.15,149.70000000000002,1683.1,36.59,282.4,46,328.64,390.2,2019-12-28 15:48:00,2019-12-31 14:54:00,1.9
-36.15,149.75,48.0,1.55,4.7,31,308.32,316.9,2019-12-31 14:54:00,2019-12-31 14:54:00,0.1
-36.15,149.8,78.5,2.45,6.7,32,312.84,324.2,2019-12-30 15:12:00,2019-12-31 14:54:00,0.1
-36.15,149.85,1324.7,21.37,442.0,62,321.63,367.0,2019-12-30 15:12:00,2020-01-01 14:36:00,1.5
-36.15,149.9,6.8,1.7,1.9,4,309.15,311.4,2019-12-31 14:54:00,2019-12-31 14:54:00,0.0
-36.15,150.0,627.0,5.41,49.9,116,317.34,367.0,2019-12-31 14:54:00,2020-01-15 03:54:00,0.7
-36.15,150.05,381.0,6.57,50.1,58,315.77,367.0,2020-01-01 03:12:00,2020-01-15 03:54:00,0.4
-36.15,150.1,250.5,7.37,23.9,34,325.15,350.8,2020-01-24 03:40:00,2020-01-30 04:12:00,0.3
-36.15,150.15,1.2,1.2,1.2,1,300.5,300.5,2020-01-28 14:30:00,2020-01-28 14:30:00,0.0
-36.1,139.9,110.5,22.1,50.6,5,328.5,335.8,2019-12-21 13:17:00,2019-12-22 04:42:00,0.1
-36.1,139.95000000000002,120.3,6.33,29.6,19,314.42,341.9,2019-12-21 13:17:00,2019-12-24 15:24:00,0.1
-36.1,140.0,111.7,11.17,26.4,10,347.98,367.0,2019-12-24 15:24:00,2019-12-28 04:30:00,0.1
-36.1,140.95000000000002,2.4,1.2,1.2,2,303.4,304.2,2019-12-20 15:00:00,2019-12-20 15:00:00,0.0
-36.1,141.0,0.8,0.8,0.8,1,303.8,303.8,2019-12-20 15:00:00,2019-12-20 15:00:00,0.0
-36.1,143.6,11.6,11.6,11.6,1,350.7,350.7,2019-10-14 04:36:00,2019-10-14 04:36:00,0.0
-36.1,143.65,16.7,5.57,6.5,3,351.3,367.0,2019-10-14 04:36:00,2019-10-15 04:18:00,0.0
-36.1,145.45000000000002,2.6,1.3,1.3,2,313.3,316.6,2019-11-11 15:30:00,2019-11-11 15:30:00,0.0
-36.1,147.55,3416.0,51.76,551.8,66,346.15,437.1,2020-01-02 04:15:00,2020-01-04 15:18:00,3.8
-36.1,147.6,13169.5,56.04,1766.4,235,345.08,505.5,2019-12-30 13:11:00,2020-01-04 15:18:00,14.8
-36.1,147.65,9957.6,50.04,1768.8,199,346.17,500.0,2019-12-30 13:11:00,2020-01-04 04:00:00,11.2
-36.1,147.70000000000002,34547.4,165.3,1776.0,209,370.81,500.0,2019-12-30 13:11:00,2019-12-30 15:12:00,38.7
-36.1,147.75,13957.6,73.85,1777.9,189,364.47,500.0,2019-12-30 13:11:00,2019-12-30 15:12:00,15.7
-36.1,147.8,1763.1,26.71,393.6,66,333.24,396.9,2019-12-30 13:11:00,2020-01-04 04:00:00,2.0
-36.1,147.85,4090.3,21.53,295.6,190,339.71,395.4,2019-12-30 15:12:00,2020-01-04 04:00:00,4.6
-36.1,147.9,33144.1,114.29,1670.9,290,351.96,505.5,2019-12-31 12:16:00,2020-01-04 04:00:00,37.2
-36.1,147.95000000000002,1708.9,42.72,601.6,40,355.31,367.0,2020-01-04 04:00:00,2020-01-04 04:00:00,1.9
-36.1,148.0,2.2,2.2,2.2,1,335.5,335.5,2019-11-01 04:00:00,2019-11-01 04:00:00,0.0
-36.1,148.05,676.4,16.1,87.8,42,340.66,367.0,2019-09-02 04:26:00,2019-11-21 14:06:00,0.8
-36.1,148.15,262.5,7.72,44.9,34,333.22,367.0,2020-01-09 04:06:00,2020-01-12 04:48:00,0.3
-36.1,148.4,106.3,8.18,26.4,13,312.37,340.8,2020-01-13 02:48:00,2020-01-14 15:30:00,0.1
-36.1,148.45000000000002,2833.8,25.3,441.9,112,332.5,375.6,2020-01-02 04:15:00,2020-01-14 15:30:00,3.2
-36.1,148.5,3819.2,77.94,1096.0,49,345.41,438.1,2020-01-03 12:45:00,2020-01-13 04:30:00,4.3
-36.1,148.55,1848.9,108.76,545.1,17,318.82,367.0,2020-01-04 04:00:00,2020-01-14 15:30:00,2.1
-36.1,148.6,794.7,9.57,80.7,83,325.64,367.0,2020-01-09 04:06:00,2020-01-14 15:30:00,0.9
-36.1,149.35,720.4,22.51,126.8,32,328.73,367.0,2020-01-03 13:54:00,2020-01-14 04:12:00,0.8
-36.1,149.4,2451.5,35.02,608.2,70,333.5,442.2,2019-12-30 03:46:00,2020-01-11 03:24:00,2.7
-36.1,149.45000000000002,5458.6,28.43,417.6,192,334.93,423.9,2019-12-30 03:46:00,2020-01-30 15:40:00,6.1
-36.1,149.5,7798.2,63.92,1050.5,122,344.7,472.4,2019-12-30 03:46:00,2020-01-30 15:40:00,8.7
-36.1,149.55,6144.1,42.08,275.3,146,330.8,400.1,2019-12-30 03:46:00,2020-01-13 04:30:00,6.9
-36.1,149.6,10212.2,44.99,377.6,227,336.13,388.9,2019-12-27 23:43:00,2020-01-04 04:00:00,11.5
-36.1,149.65,1993.7,22.15,151.6,90,343.68,367.0,2019-12-30 03:54:00,2019-12-31 14:54:00,2.2
-36.1,149.70000000000002,42.7,2.51,14.5,17,308.52,313.3,2019-12-30 14:49:00,2019-12-31 14:54:00,0.0
-36.1,149.75,95.6,2.99,31.5,32,311.11,332.2,2019-12-30 14:49:00,2020-01-13 04:30:00,0.1
-36.1,149.8,17499.4,104.79,1295.0,167,348.41,445.4,2019-12-29 13:48:00,2020-01-04 04:00:00,19.6
-36.1,149.85,13936.0,127.85,1849.7,109,340.4,465.6,2019-12-30 13:11:00,2020-01-01 14:36:00,15.6
-36.1,149.9,8.0,2.0,3.4,4,308.98,310.2,2019-12-31 14:54:00,2019-12-31 14:54:00,0.0
-36.1,149.95000000000002,27.4,1.83,7.8,15,308.15,329.7,2019-12-31 03:30:00,2020-01-02 14:18:00,0.0
-36.1,150.0,736.3,6.4,57.5,115,322.24,367.0,2019-12-31 03:30:00,2020-01-26 15:06:00,0.8
-36.1,150.05,173.9,11.59,56.6,15,334.59,367.0,2020-01-25 04:06:00,2020-01-30 04:12:00,0.2
-36.1,150.1,1288.0,13.42,148.3,96,322.91,367.0,2020-01-23 15:35:00,2020-01-30 04:12:00,1.4
-36.050000000000004,136.70000000000002,4722.6,162.85,733.5,29,373.22,505.2,2020-01-03 04:18:00,2020-01-06 05:00:00,5.3
-36.050000000000004,136.75,53.6,3.83,53.6,14,436.93,505.3,2020-01-03 04:18:00,2020-01-03 05:00:00,0.1
-36.050000000000004,136.9,7008.3,189.41,2153.0,37,357.21,405.8,2020-01-05 03:42:00,2020-01-09 04:20:00,7.9
-36.050000000000004,136.95000000000002,3040.7,202.71,1179.0,15,362.15,398.3,2020-01-05 03:42:00,2020-01-09 04:06:00,3.4
-36.050000000000004,140.35,0.8,0.8,0.8,1,295.6,295.6,2019-09-13 15:40:00,2019-09-13 15:40:00,0.0
-36.050000000000004,143.6,16.2,2.31,5.5,7,322.96,367.0,2019-12-21 03:18:00,2019-12-23 15:42:00,0.0
